book_title,author,reader_review,rating
La boucherie des amants,Gaetano Bolan,"« La boucherie des amants », c'est une histoire d'amour et de bonheur.",4.5
La famille de Pascal Duarte,Camilo José  Cela,"Atavisme et hérédité, fatalité et circonstances, Pascal Duarte jette ses horrifiques et poignantes mémoires sur une liasse de feuillets, en tentant de démêler, de comprendre et de faire comprendre.",4.0
Celle qui brûle,Paula Hawkins,"Il y a Celle qui brûle et celle qui s'est couchée très, très , très tard pour finir ""Celle qui brûle"" et savoir si les brûlures étaient graves ou pas !",4.5
Vivre avec nos morts,Delphine Horvilleur,"Parler de la mort, c'est aussi parler de la vie. J'avoue l'avoir oublié quand j'ai reculé devant le thème de Vivre avec nos morts. Un sujet dans lequel je n'avais pas envie d'entrer. Erreur réparée grâce à une amie qui m'a prêté le livre.",5.0
Souvenirs d'enfance (1) La Gloire de mon père,Pagnol Marcel,"S'agissant de la littérature provençale, je serais plutôt plus proche aujourd'hui de celle de Jean Giono que de celle de Marcel Pagnol. Les deux hommes, de la même génération, se sont d'ailleurs connus et n'étaient pas franchement des amis, même s'ils ont parfois collaboré sur certaines productions. Je ne sais pas trop ce qui les opposait. Selon René Frégni avec lequel j'avais abordé ce sujet, il expliquait que cela tenait aux territoires respectifs qui rattachaient chacun des écrivains, Marcel Pagnol plus au sud du côté d'Aubagne et de Marseille et Jean Giono plus au nord du côté de Manosque, des terres peut-être plus hostiles que celles inondées par le soleil marseillais.",4.5
Fille A,Abigail Dean,"La narratrice de ce récit, Alexandra, surnommée ""Lex"", Gracie, est l’aînée d’une famille où les 7 enfants ont été maltraités par leurs parents, surtout le père qui s’est suicidé juste avant l’arrivée des autorités.",3.5
Jeux de ficelle,Nina Vincent,"Les enfants aiment toujours autant jouer avec des ficelles, ils peuvent même y passer beaucoup de temps. Ce livre pourrait leur fournir de belles idées !",2.5
Le Soleil se lève aussi,Ernest Hemingway,"On savait déjà que Paris est une fête. Mais tenez-vous bien, Hemingway is back pour rajouter que le soleil se lève aussi ……. À Pampelune, si señor !",3.5
Quand les poulets ont des dents,Mc Givern,"Je trouve la traduction française du titre du roman ""Rogue Cop"" - Flic voyou - assez fantaisiste et de nature à décourager des lecteurs peu ou pas familier avec les romans policiers tout noirs américains d’après-guerre, un genre dans lequel l’auteur a excellé.",3.5
Blonde,Joyce Carol Oates (),"C'est un monument qu'a écrit Mme Oates, pesant à l'instar de cette femme dont la, courte, vie fut un roman.",5.0
"L'improbable voyage d'Audrey Mercier, tome 1 : Respire, beauté !",Sandra Verilli,"Ouvrage reçu dans le cadre d'une opération Masse critique privilégiée, je tiens tout d'abord à remercier babelio ainsi que les éditions Kennes pour l'envoi de cet ouvrage, d'autant plus que sur les cinq reçus et terminant ainsi ma lecture du quatrième, celui-ci est celui que je préfère.",4.0
Les sept jours du talion,Patrick Senécal,"Noir , c'est noir .",3.5
La Religieuse,Denis Diderot,"Je me suis jeté avec dévotion et gourmandise vers La Religieuse que voici, en tout bien tout honneur bien entendu. Étant agnostique, c'est avec une distance vis-à-vis du fait religieux que je suis venu vers ce roman dont j'entendais parler depuis des lustres, avec néanmoins une curiosité sans entrave.",5.0
"Grisha, tome 1 : Les orphelins du royaume",Leigh Bardugo,"Well, well, well... j'ai enfin commencé la trilogie Grisha !",4.0
"Trilogie new-yorkaise, tome 3 : La Chambre dérobée",Paul Auster,"Je viens de finir la troisième partie de cette trilogie New-Yorkaise. Ce dernier roman paraît moins nébuleux et plus accessible que les deux premiers ""La cité de verre"" et ""Revenants"".",4.0
Fables de La Fontaine,Marc Boutavant,"Certains diront sans doute ""Encore un recueil de fables de La Fontaine illustrées pour les enfants !"". Eh bien oui ! Et alors ? On ne s'en lasse pas.",5.0
La modification,Michel Butor,"[Un billet deterre, qui date de 2016. Par paresse je n'y ai rien change.]",4.0
Les yeux de Sophie,Moyes Jojo,"En 1916, Sophie est revenue dans son village.",4.0
"Le Sang des 7 Rois, tome 1",Régis Goddyn,"Décidément la littérature fantasy n'en finit plus de m'enchanter, une infinité d'univers et de contextes, une découverte à chaque fois ou presque, et parfois une alchimie particulière qui nous offre une lecture parfaitement addictive, de celles qui vous font lire en marchant.",5.0
Moneyland,Oliver Bullough,"Né au Pays de Galles en 1977 et de formation historien à Oxford, Oliver Bullough a vécu de 1999 à 2006 en Russie et au Kirghizistan comme journaliste, entre autres pour l’agence de presse Reuters.",4.5
La plus secrète mémoire des hommes,Mohamed Mbougar Sarr,"D’abord, j’ai été intriguée par ce qui se disait sur La plus secrète mémoire des hommes, de quoi me donner envie de le lire. Ensuite, j’ai soupiré sur les 50 premières pages, encore 400 pages comme ça ? C’était ennuyeux, malgré le très beau style. Enfin, le livre démarre, c’est finalement un coup de cœur en dépit de quelques reproches (mais pourquoi donc compliquer la vie du lecteur ?)",5.0
La France périphérique,Christophe Guilluy,"Beaucoup de choses ont été dites ou écrites à propos de ce livre et de son auteur. On peut en penser ce que l'on veut mais, force est de constater qu'à présent l'expression « France périphérique » est plus ou moins passée dans le langage courant. On peut en penser ce que l'on veut mais, force est de constater qu'en 2014, Christophe Guilluy a su voir venir le mouvement des gilets jaunes alors que ce n'est pas le cas de beaucoup d'autres représentants dits de « l'élite ».",4.0
Une étrange invitée,Michèle Abramoff,"Notre amie Michèle Abramoff, ""micheleabramoff"" sur Babelio, vient de publier son onzième ouvrage, sorti le neuf octobre dernier, au titre intriguant : ""Une étrange invitée"".",4.0
Anthologie de la poésie érotique,Pierre Perret,"""Ben, mon colon !"" Ou peut-être ""Ben, mon cochon !"" C'est à n'en pas douter ce que se serait écrié Pierre Perret en lisant ce livre, s'il n'en avait été le maître d'œuvre.",5.0
La peste soit de l'Amérique,Sholem Aleikhem,"C'est la suite de Menahem-Mendl le reveur. Je me coule dans mon fauteuil et un sourire pointe avant meme d'ouvrir le livre. Allez Sholem, enchante-moi, que je me bidonne avec ta prose!",3.5
Banlieue sud-est,René Fallet,Banlieue sud-est est le premier roman de René Fallet écrit en 1946 et publié en 1947.,4.0
Se cacher pour l'hiver,Sarah St. Vincent,"J'avais envie d'un peu de suspense enneigé, de mystère entre deux êtres, alors j'ai ouvert Se cacher pour l'hiver. Malheureusement, si c'est un bon roman dans son genre, ce fut aussi une lecture très éprouvante pour moi à cause de son thème principal, que je n'avais pas vu apparaître clairement dans les avis que j'en avais lus - qui voulaient probablement ménager la découverte.",3.5
La Danseuse d'Izu,Yasunari Kawabata,"Que savons-nous du Japon au fond, nous-autres occidentaux qu’ils surnommaient « les longs nez » ? Peu de régions ont vu fleurir une culture aussi riche sur un territoire aussi petit. Et il n’y a que dans ces petits recueils de nouvelles aussi discrètes qu’élégantes et subtiles que j’ai l’impression de voir sa civilisation se dévoiler un peu.",4.0
La Grosse,Françoise Lefèvre,"Cent kilos. Cent kilos d'amour et de tendresse que Céline déverse sur Anatolis, son vieux voisin en phase terminale de cancer, et sur les deux enfants d'une voisine qu'elle garde le mercredi, en plus de son travail peu gratifiant de garde-barrière.",5.0
La dernière neige,Arno Camenisch,"Exquis, ce roman de saison enfoui sous les dernières neiges suisses, qui se déguste comme un chocolat blanc fondant sur la langue. Aguichée par la belle couverture enneigée et un titre légèrement apocalyptique, j'ai lu tout schuss ces 100 pages de mots fondus dans une avalanche de dialogues et pensées. « Tout est prêt pourtant, y a que l'hiver qui manque à l'appel ».",4.0
Des pas dans la nuit,Charles Foley,"""Des pas dans la nuit"", voilà qui annonce le frisson, la sourde angoisse du mystère et de l'inconnu !",4.0
Minuit ! New-York,Mark Miller,"Pour ceux qui ne connaissent pas ce livre, en lisant sa quatrième de couverture, vous vous direz sûrement que c’est le genre de livres qu’aurait très bien pu imaginer Guillaume Musso ou Marc Levy. Effectivement, vous ne vous trompez pas. Mais derrière « Minuit ! New York » se cache un écrivain sous le pseudonyme de Mark Miller.",5.0
Une autre vie,S.J. Watson,"Un roman très bien construit, hyper addictif. C'est l'histoire d'une mère de famille qui se trouve coincée dans un engrenage infernal. Une histoire de manipulation. Comment cela peut il bien se terminer ?!!",4.0
"#Les mémés, tome 1 : Chroniques des âges farouches",Sylvain Frécon,"Merci à Belette2911 sans qui je n’aurais pas connu l’existence de cette BD ! Si, comme moi, vous êtes fan de Carmen Cru, n’hésitez pas ! C’est moderne, c’est rigolo… avec un soupçon de vrai ! Tout y passe, l’informatique, les réseaux sociaux, la Covid, l’adultère, la politique…",5.0
Atlas insolite de la mer,Ophélie Chavaroche,"Très beau livre, une superbe idée de cadeau pour tous les amoureux de la mer et des livres.",5.0
"Les architectes de Babel, tome 1",Akira Ashimo,MANGA HISTOIRE / ANTIQUITE.,4.0
Le poids du coeur,Rosa Montero,"Dans ce deuxième volet des aventures futuristes de Bruna Husky, nous retrouvons la réplicante de combat (une androïde « techno-humaine »), qui n'a désormais qu'un peu plus de trois ans à vivre avant que ne se déclenche sa TTT (tumeur totale techno) qui la tuera dans de brèves mais horribles souffrances. La détective privée est chargée cette fois de retrouver un curieux diamant noir. Son enquête la mènera d'abord sur Labari, une planète proche de la Terre, régie par un système de castes moyenâgeux puis, de retour sur Terre, aux confins du monde connu, dans une zone de guerre où seraient enfouis dans le plus grand secret les déchets nucléaires de l'humanité. La mission est pleine de dangers et de surprises, et Husky est accompagnée, pour le meilleur ou le pire, par Daniel Deuil, son « tactile » (sorte de kiné-psycho-thérapeute) et de Clara, réplicante issue de la même matrice qu'elle, en quelque sorte son clone industriel, sauf que Clara est plus jeune et que ses vrais-faux souvenirs et émotions lui ont été implantés par un autre mémoriste que celui de son aînée. Bruna peut aussi compter sur ses amis déjà présents dans « Des larmes sous la pluie » : Yannis, le vieil archiviste dépressif, le sombre et séduisant inspecteur Lizard, et Bartolo, son drôle de petit animal de compagnie.",4.0
Au printemps on coupe les ailes des oiseaux,Marion Guénard (II),"Fille d’Egyptiens immigrés en France, Mariam mène une existence confortable et sans histoire à Paris, entre son époux, ses deux filles, et sa carrière d’avocate. Mais, dix ans après la révolution égyptienne, elle a de plus en plus de mal à refouler les souvenirs et la sensation d’être passée à côté de l’essentiel. Du jour au lendemain, elle quitte tout sans prévenir. Parti à sa recherche au Caire, son mari Antoine est amené à rencontrer un petit groupe d’hommes et de femmes qui, malgré la terrible répression du régime en place, tentent dangereusement de maintenir en vie leur idéal de liberté.",3.5
Un tesson d'éternité,Valérie Tong Cuong,"Valérie Tong Cuong raconte avoir dès son jeune âge écrit ce qu'elle ne pouvait échanger avec ses proches. Ainsi on imagine qu'elle couchait sur le papier ses craintes et peurs, afin de les exorciser pacifiquement. Contrairement à l'héroïne d'Un tesson d'éternité, Anna, dont l'arrestation du fils pour une erreur d'adolescent résonne comme un rappel à sa propre jeunesse tourmentée, et la pousse à choisir une dramatique impasse. Une façon de traiter le déterminisme social et le harcèlement que j'ai trouvé souvent assez juste. Et même si on peut avoir parfois le sentiment que l'auteure enfonce le clou, encombrant son propos de phrases creuses, l'histoire reste prenante par ce qu'elle suscite comme réflexion sur les conséquences des traumatismes de l'enfance.",3.5
